o1_r1_li1,2,64,[]
o1_r1_li1,2,65,[]
o1_r1_li1,2,66,[]
o1_r1_li1,2,67,[]
o1_r1_li1,2,68,[]
o1_r1_li1,2,69,[]
o1_r1_li1,2,70,[]
o1_r1_li1,2,71,[]
o1_r1_li1,2,72,[]
o1_r1_li1,2,73,[]
o1_r1_li1,2,74,[]
o1_r1_li1,2,75,[]
o1_r1_li1,2,76,[]
o1_r1_li1,2,77,[]
o1_r1_li1,2,78,[]
o1_r1_li1,2,79,[]
o1_r1_li1,2,80,[]
o1_r1_li1,2,81,[]
o1_r1_li1,2,82,[]
o1_r1_li1,2,83,[]
o1_r1_li1,2,84,[]
o1_r1_li1,2,85,[]
o1_r1_li1,2,86,[]
o1_r1_li1,2,87,[]
o1_r1_li1,2,88,[]
o1_r1_li1,2,89,[]
o1_r1_li1,2,90,[]
o1_r1_li1,2,91,[]
o1_r1_li1,2,92,[]
o1_r1_li1,2,93,[]
o1_r1_li1,2,94,[]
o1_r1_li1,2,95,[]
o1_r1_li1,2,96,[]
o1_r1_li1,2,97,[]
o1_r1_li1,2,98,[]
o1_r1_li1,2,99,[]
o1_r1_li5,0,59,[]
o1_r1_li5,0,60,[]
o1_r1_li5,0,61,[]
o1_r1_li5,0,62,[]
o1_r1_li5,0,63,[]
o1_r1_li5,0,64,[]
o1_r1_li5,0,65,[]
o1_r1_li5,0,66,[]
o1_r1_li5,0,67,[]
o1_r1_li5,0,68,[]
o1_r1_li5,0,69,[]
o1_r1_li5,0,70,[]
o1_r1_li5,0,71,[]
o1_r1_li5,0,72,[]
o1_r1_li5,0,73,[]
o1_r1_li5,0,74,[]
o1_r1_li5,0,75,[]
o1_r1_li5,0,76,[]
o1_r1_li5,0,77,[]
o1_r1_li5,0,78,[]
o1_r1_li5,0,79,[]
o1_r1_li5,0,80,[]
o1_r1_li5,0,81,[]
o1_r1_li5,0,82,[]
o1_r1_li5,0,83,[]
o1_r1_li5,0,84,[]
o1_r1_li5,0,85,[]
o1_r1_li5,0,86,[]
o1_r1_li5,0,87,[]
o1_r1_li5,0,88,[]
o1_r1_li5,0,89,[]
o1_r1_li5,0,90,[]
o1_r1_li5,0,91,[]
o1_r1_li5,0,92,[]
o1_r1_li5,0,93,[]
o1_r1_li5,0,94,[]
o1_r1_li5,0,95,[]
o1_r1_li5,0,96,[]
o1_r1_li5,0,97,[]
o1_r1_li5,0,98,[]
o1_r1_li5,0,99,[]
o1_r1_li5,0,100,[]
o1_r1_li5,0,101,[]
o1_r1_li5,0,102,[]
o1_r1_li5,0,103,[]
o1_r1_li5,0,104,[]
o1_r1_li5_2,2,56,[]
o1_r1_li5_2,2,57,[]
o1_r1_li5_2,2,58,[]
o1_r1_li5_2,2,59,[]
o1_r1_li5_2,2,60,[]
o1_r1_li5_2,2,61,[]
o1_r1_li5_2,2,62,[]
o1_r1_li5_2,2,63,[]
o1_r1_li5_2,2,64,[]
o1_r1_li5_2,2,65,[]
o1_r1_li5_2,2,66,[]
o1_r1_li5_2,2,67,[]
o1_r1_li5_2,2,68,[]
o1_r1_li5_2,2,69,[]
o1_r1_li5_2,2,70,[]
o1_r1_li5_2,2,71,[]
o1_r1_li5_2,2,72,[]
o1_r1_li5_2,2,73,[]
o1_r1_li5_2,2,74,[]
o1_r1_li5_2,2,75,[]
o1_r1_li5_2,2,76,[]
o1_r1_li5_2,2,77,[]
o1_r1_li5_2,2,78,[]
o1_r1_li5_2,2,79,[]
o1_r1_li5_2,2,80,[]
o1_r1_m,0,82,[]
o1_r1_m,0,83,[]
o1_r1_m,0,84,[]
o1_r1_m,0,85,[]
